source_frame,clip_frame,clip_time_s,player_pose_accepted,rig_available,rig_interpolated,left_knee_2d_deg,left_knee_rig3d_deg,ankle_direction_elevation_model_deg,delta_t_replay_s,ankle_delta_x_model_m,ankle_delta_y_model_m,ankle_delta_z_model_m,ball_sam_centroid_x_px,ball_sam_centroid_y_px
2696,274,9.142467,1,1,0,178.857926,138.33198,8.760336,0.1001,-0.027124,0.004181,-0.000722,,
2697,275,9.175833,1,1,0,177.979686,138.674928,6.113805,0.1001,-0.025865,0.003509,0.020104,,
2698,276,9.2092,1,1,0,177.388192,139.215395,9.199048,0.1001,-0.03433,0.005579,0.002835,,
2699,277,9.242567,1,1,0,177.680361,136.941919,4.636682,0.1001,-0.037749,0.005627,-0.058218,,
2700,278,9.275933,1,1,0,177.774154,137.783936,4.887392,0.1001,-0.047664,0.005765,-0.047681,,
2701,279,9.3093,1,1,0,177.263644,140.729336,7.442586,0.1001,-0.043211,0.007319,-0.035668,,
2702,280,9.342667,1,1,0,176.881298,141.166485,10.123806,0.1001,-0.047367,0.012723,-0.053232,,
2703,281,9.376033,1,1,0,174.36967,141.746875,7.591639,0.1001,-0.046534,0.018514,-0.130888,,
2704,282,9.4094,0,1,1,,140.395994,8.692438,0.1001,-0.062637,0.014599,-0.072072,,
2705,283,9.442767,0,1,1,,138.957545,8.153675,0.1001,-0.066496,0.0118,-0.048595,,
2706,284,9.476133,1,1,0,167.458344,137.465184,21.275431,0.1001,-0.065023,0.026532,-0.020364,,
2707,285,9.5095,1,1,0,168.830564,146.556822,23.405031,0.1001,-0.049367,0.034169,-0.0616,,
2708,286,9.542867,1,1,0,168.252354,106.441141,,,,,,,
2709,287,9.576233,1,1,0,166.895335,106.441141,,,,,,,
2710,288,9.6096,1,1,0,166.29394,106.441141,,,,,,,
2711,289,9.642967,0,0,0,,,,,,,,,
2712,290,9.676333,0,0,0,,,,,,,,,
2713,291,9.7097,0,0,0,,,,,,,,,
2714,292,9.743067,0,0,0,,,,,,,,,
2715,293,9.776433,0,0,0,,,,,,,,,
2716,294,9.8098,0,0,0,,,,,,,,,
2717,295,9.843167,0,0,0,,,,,,,,,
2718,296,9.876533,1,0,0,97.73387,,,,,,,,
2719,297,9.9099,1,0,0,89.404948,,,,,,,,
2720,298,9.943267,1,0,0,81.367147,,,,,,,,
2721,299,9.976633,0,0,0,,,,,,,,,
2722,300,10.01,0,0,0,,,,,,,,,
2723,301,10.043367,0,0,0,,,,,,,,,
2724,302,10.076733,0,0,0,,,,,,,,,
2725,303,10.1101,0,0,0,,,,,,,,,
2726,304,10.143467,0,0,0,,,,,,,,,
2727,305,10.176833,0,0,0,,,,,,,,,
2728,306,10.2102,0,0,0,,,,,,,,,
2729,307,10.243567,0,0,0,,,,,,,,,
2730,308,10.276933,0,0,0,,,,,,,,,
2731,309,10.3103,0,0,0,,,,,,,,,
2732,310,10.343667,0,0,0,,,,,,,,,
2733,311,10.377033,0,0,0,,,,,,,,,
2734,312,10.4104,0,0,0,,,,,,,,,
2735,313,10.443767,0,0,0,,,,,,,,,
2736,314,10.477133,0,0,0,,,,,,,,,
2737,315,10.5105,0,0,0,,,,,,,,,
2738,316,10.543867,0,0,0,,,,,,,,,
2739,317,10.577233,0,0,0,,,,,,,,,
2740,318,10.6106,0,0,0,,,,,,,,,
2741,319,10.643967,0,0,0,,,,,,,,,
2742,320,10.677333,0,0,0,,,,,,,,,
2743,321,10.7107,0,0,0,,,,,,,,,
2744,322,10.744067,0,0,0,,,,,,,,,
2745,323,10.777433,0,0,0,,,,,,,,,
2746,324,10.8108,0,0,0,,,,,,,,,
2747,325,10.844167,0,0,0,,,,,,,,,
2748,326,10.877533,0,0,0,,,,,,,,,
2749,327,10.9109,0,0,0,,,,,,,,,
2750,328,10.944267,0,0,0,,,,,,,,,
2751,329,10.977633,0,0,0,,,,,,,,,
2752,330,11.011,0,0,0,,,,,,,,,
2753,331,11.044367,0,0,0,,,,,,,,,
2754,332,11.077733,0,0,0,,,,,,,,,
2755,333,11.1111,0,0,0,,,,,,,,,
2756,334,11.144467,0,0,0,,,,,,,,,
2757,335,11.177833,0,0,0,,,,,,,,,
2758,336,11.2112,0,0,0,,,,,,,,,
2759,337,11.244567,0,0,0,,,,,,,,,
2760,338,11.277933,0,0,0,,,,,,,,,
2761,339,11.3113,0,0,0,,,,,,,,,
2762,340,11.344667,0,0,0,,,,,,,,,
2763,341,11.378033,0,0,0,,,,,,,,,
